code,company_name,market,feature,business_composition,industries,themes,business1,business2,business3,business_sales1,business_sales2,business_sales3,business_profit1,business_profit2,business_profit3,overseas
4094,日本化学産業,東証スタンダード,無機系の表面処理薬品、2次電池用正極材受託加工が柱。タイに現法。住宅用防災建材も収益源,薬品85(15)、建材15(16)【海外】19 <25.3>,"化学,関東",半導体関連,薬品,建材,,85,15,,15,16,,19
4095,日本パーカライジング,東証プライム,防錆が発祥。熱処理、メッキ併営し金属表面処理で日本首位。自動車向け主に海外拠点急展開,薬品44(18)、装置18(3)、加工36(10)、他2(3)【海外】46 <25.3>,"化学,関東",インド,薬品,加工,装置,44,36,18,18,10,3,46
4097,高圧ガス工業,東証プライム,首位の溶解アセチレン筆頭に酸素、アルゴンなど各種工業用ガスを供給。化成品は接着剤が主,ガス74(9)、化成品22(4)、他4(2) <25.3>,"化学,近畿",化成品,ガス,化成品,,74,22,,9,4,,
4098,チタン工業,東証スタンダード,酸化チタンの老舗。高機能の超微粒子注力。リチウムイオン電池用チタン酸リチウムを開発,酸化チタン59(0)、酸化鉄41(5)、他0(0) <25.3>,"化学,中国四国",リチウムイオン電池,酸化チタン,酸化鉄,,59,41,,0,5,,
4099,四国化成ホールディングス,東証プライム,柱はラジアルタイヤ用不溶性硫黄をはじめとする化学品。輸出が多い。23年1月、持株会社制に,化学品72(17)、建材26(5)、他2(8)【海外】39 <24.12>,"化学,住宅設備,中国四国",半導体関連,化学品,建材,,72,26,,17,5,,39
4100,戸田工業,東証スタンダード,顔料・MLCC誘電体等電子素材の老舗。2次電池正極材でBASFと合弁、TDKの持分会社,機能性顔料25(13)、電子素材75(5) <25.3>,"蓄電池,化学,中国四国",リチウムイオン電池,電子素材,機能性顔料,,75,25,,5,13,,
4102,丸尾カルシウム,東証スタンダード,合成樹脂、塗料など向け工業用カルシウム(補強剤)専門メーカー。製販2子会社で中国進出,化合炭酸カルシウム36、重質炭酸カルシウム31、他33【海外】18 <25.3>,"化学,近畿",ベトナム,,,,,,,,,,18
4107,伊勢化学工業,東証スタンダード,ヨウ素で国内首位、併産物に天然ガス。2次電池向けコバルト、ニッケルなど金属化合物併営,ヨウ素・天然ガス84(28)、金属化合物16(-2)【海外】44 <24.12>,"化学,関東",親子上場,ヨウ素・天然ガス,,,84,,,28,,,44
4109,ステラ ケミファ,東証プライム,電子部品用フッ素高純度薬品で世界首位。濃縮ホウ素の拡大を目指す。運輸事業も手がける,高純度薬品87(11)、運輸13(10)、他0(5) <25.3>,"半導体材料,近畿",全固体電池,高純度薬品,運輸,,87,13,,11,10,,
4112,保土谷化学工業,東証プライム,有機EL材料軸の精密化学品メーカー。韓国子会社はサムスンも出資。半導体・バイオ材料育成,機能性色素52(15)、機能性樹脂17(-1)、基礎化学品15(5)、アグロサイエンス11(5)、物流関連4(11)、他0(6) <25.3>,"化学,関東",有機EL,機能性色素,基礎化学品,アグロサイエンス,52,15,11,15,5,5,
4113,田岡化学工業,東証スタンダード,住友化学系。染料、接着剤から医・農薬中間体など精密化学分野を拡大。インドに生産子会社,化学工業98(6)、化学分析受託2(3)【海外】15 <25.3>,"化学,近畿",インド,化学工業,化学分析受託,,98,2,,6,3,,15
4114,日本触媒,東証プライム,触媒から出発しアクリル酸で世界2位級、高吸水性樹脂は世界首位。電子材料、電池電解質も,マテリアルズ72(4)、ソリューションズ28(4)【海外】56 <25.3>,"化学,近畿",リチウムイオン電池,マテリアルズ,ソリューションズ,,72,28,,4,4,,56
4116,大日精化工業,東証プライム,顔料で創業しインキ、樹脂などに展開。合成樹脂着色剤で首位。高付加価値の高分子が成長,カラー&ファンクショナル54(5)、ポリマー&コーティング20(12)、グラフィック&プリンティング26(2)、他0(-1)【海外】27 <25.3>,"化学,関東",インド,カラー&ファンクショナル,グラフィック&プリンティング,ポリマー&コーティング,54,26,20,5,2,12,27
4118,カネカ,東証プライム,塩ビ・ソーダから出発。合成繊維、樹脂、食用油脂類、医療機器・医薬、電子材料など事業多彩,Material42(9)、QOL24(10)、HealthCare10(17)、Nutrition24(7)、他0(22)【海外】45 <25.3>,"化学,近畿",バイオプラスチック,Material,QOL,Nutrition,42,24,24,9,10,7,45
4119,日本ピグメントホールディングス,東証スタンダード,樹脂のカラーコンパウンド、着色剤専業で業界首位。中国、東南アジアでの現地生産に注力,樹脂コンパウンド及び樹脂用着色剤等・日本59(0)、同・東南アジア33(2)、同・中国8(-1)【海外】41 <25.3>,"化学,関東",M&A,樹脂コンパウンド及び樹脂用着色剤等・日本,同・東南アジア,,59,33,,0,2,,41
4120,スガイ化学工業,東証スタンダード,農薬、医薬など各種中間物主体のファインケミカル専業メーカー。電子材料や界面活性剤も,医薬中間物25、農薬中間物55、機能性中間物12、界面活性剤6、他2【海外】15 <25.3>,"化学,近畿",農薬中間体,,,,,,,,,,15
4124,大阪油化工業,東証スタンダード,混合物から目的物質を分離・精製する精密蒸留が柱。化学等の大手素材メーカーから作業を受託,受託蒸留89(35)、プラント11(-19) <24.9>,"化学,近畿",半導体関連,受託蒸留,,,89,,,35,,,
4125,三和油化工業,東証スタンダード,蒸留・高純度化技術用い廃油等の再生、再資源化に強み。化学品製造も。電子材料向け比率高い,リユース25、リサイクル34、化学品20、自動車15、エンジニアリング6 <25.3>,中部,半導体関連,,,,,,,,,,
4151,協和キリン,東証プライム,キリン傘下。医薬品、バイオが主力。独自の抗体高活性化技術に強み。富士フイルムと提携,医薬100【海外】72 <24.12>,"医薬品,関東",抗がん剤,,,,,,,,,,72
4165,プレイド,東証グロース,Webサイト・アプリの顧客分析プラットフォーム『KARTE』を展開。米グーグルと戦略提携,プロダクト82、サービス17、他1 <24.9>,"ソフト（業務）,関東",クラウド,,,,,,,,,,
4166,かっこ,東証グロース,EC事業者向けに不正注文検知サービス提供。不正アクセス検知も。データ大量保有が強み,不正検知サービス75、決済コンサルティングサービス8、データサイエンスサービス12、他5 <24.12>,"ソフト（業界）,システム,関東",シンガポール,,,,,,,,,,
4167,ココペリ,東証グロース,中小企業支援プラットフォーム『Big Advance』運営。金融機関通じSaaSで提供,Big Advance76、他24 <25.3>,"ソフト（業界）,関東",生成AI,,,,,,,,,,
4168,ヤプリ,東証グロース,アプリ開発・運用・分析できるクラウド型ソフト『ヤプリ』を提供。操作簡単なノーコードが強み,アプリ運営プラットフォーム100 <24.12>,"クラウド,ソフト（業務）,関東",CRM,,,,,,,,,,
4169,ENECHANGE,東証グロース,電力・ガス切り替えプラットフォーム運営や電力・ガス会社にクラウド型DX支援サービス提供,エネルギープラットフォーム76(13)、エネルギーデータ22(15)、EV充電2(-2154) <25.3>,"電力ガス,関東",EV関連,エネルギープラットフォーム,エネルギーデータ,,76,22,,13,15,,
4170,Kaizen Platform,東証グロース,企業サービスのデジタル化支援するUX／DXソリューションと動画ソリューションが柱,グロース52(-4)、トランスフォーメーション48(3) <24.12>,"システム,関東",動画広告,トランスフォーメーション,,,48,,,3,,,
4171,グローバルインフォメーション,東証スタンダード,海外の市場調査リポート販売が主力、日本中心に韓台でも展開。製造業等の大手企業が主顧客,市場・技術動向に関する情報提供98(17)、他2(-41)【海外】24 <24.12>,関東,通信機器,市場・技術動向に関する情報提供,,,98,,,17,,,24
4172,東和ハイシステム,東証スタンダード,歯科医院向け電子カルテ統合システムを西日本中心に展開。無償サポートで更新比率高い,システム67、プログラム改定11、他21 <24.9>,"システム,医療テック,中国四国",サブスクリプション,,,,,,,,,,
4174,アピリッツ,東証スタンダード,ECサイト、Webシステムの受託開発。オンラインゲームの運営等。IT人材派遣にも注力,Webソリューション39(12)、デジタル人材育成派遣23(7)、オンラインゲーム37(11) <25.1>,"システム,関東",デジタル人材,Webソリューション,オンラインゲーム,デジタル人材育成派遣,39,37,23,12,11,7,
4175,coly,東証グロース,モバイルゲーム開発・運営が柱。女性向け作品に強み、グッズ展開も。自社キャラクター育成中,コンテンツ100 <25.1>,"ゲーム,関東",女性向け,,,,,,,,,,
4176,ココナラ,東証グロース,知識やスキルをオンラインで出品できる『ココナラ』運営。法律相談、業務委託のマッチングも,マーケットプレイス67(10)、メディア10(24)、エージェント23(-16)、他-(-) <24.8>,"シェアエコ,関東",生成AI,マーケットプレイス,メディア,,67,10,,10,24,,
4177,i-plug,東証グロース,新卒採用支援の『OfferBox』を運営。企業から学生にアプローチ。適性検査サービスも,OfferBox(早期定額型)78、OfferBox(成功報酬型)12、eF‐1G(適性検査)6、他4 <25.3>,"転職,近畿",採用支援,,,,,,,,,,
4178,Sharing Innovations,東証グロース,セールスフォースに強いクラウドインテグレーター、SIも展開。占いチャット事業も,デジタルトランスフォーメーション92(10)、プラットフォーム8(11) <24.12>,"システム,関東",クラウド,デジタルトランスフォーメーション,プラットフォーム,,92,8,,10,11,,
4179,ジーネクスト,東証グロース,クラウド活用の情報共有化サービス『ディスカバリーズ』展開。食品、日用品業界向けが主柱,ステークホルダーDXプラットフォーム100 <25.3>,"ソフト（業務）,ソフト（業界）,関東",クラウド,,,,,,,,,,
4180,Appier Group,東証プライム,販促分野でAI活用したサービスを開発・提供。台湾発企業。顧客は日本を軸に海外展開積極的,AISaaS100 <24.12>,"ソフト（業務）,関東",生成AI,,,,,,,,,,
4182,三菱ガス化学,東証プライム,基礎化学品や機能化学品を生産。海外でメタノール合弁。半導体やスマホ向け材料に強み,グリーン・エネルギー&ケミカル41(4)、機能化学品58(9)【海外】68 <25.3>,"化学,関東",累進配当,機能化学品,グリーン・エネルギー&ケミカル,,58,41,,9,4,,68
